0.70133012619 0.516950989974 0.796438544805 0.320675157149 0.289475312863 0.893909813954,0.189696512144 0.332513105365 0.0276034948879 0.0339166973753 0.662829117332 0.866616387415
0.430055317962 0.444563983195 0.0694094912773 0.140274821799 0.508809660786 0.446877190331,0.790466744864 0.824973832061 0.0177876743232 0.890770616063 0.776725903681 0.894910667698
0.896171280818 0.872418616538 0.474704625639 0.398995665449 0.0886228851022 0.722784006006,0.953422287978 0.601520371547 0.812871887249 0.635223041968 0.047741803163 0.645851810875
0.599616570896 0.109960700681 0.860102513356 0.51479259681 0.522071507817 0.205525587475,0.0895710930988 0.267687501863 0.0600593943988 0.263594357857 0.0584652510203 0.555139331341
0.0490240020982 0.737038238803 0.555163331341 0.189336678281 0.842968833712 0.648248467449,0.861412620904 0.026971195385 0.611616766566 0.203913526837 0.976137884478 0.949148858004
0.795404681988 0.353166754964 0.979686425946 0.434715037375 0.385490600195 0.381334662988,0.104354971253 0.129154292282 0.0169636181353 0.994834798386 0.373794219507 0.965527993381
0.71423169847 0.850137517086 0.0376500327399 0.157288583341 0.12136153896 0.941844033099,0.14676347876 0.763074544486 0.957967692562 0.820342561326 0.807874982533 0.378210389046
0.66637910094 0.179193147249 0.115101605318 0.676469319034 0.219480025355 0.777553648536,0.677437236978 0.652223817705 0.826564673658 0.412654427528 0.553286123179 0.621149590747
0.542430890074 0.79462410468 0.774666654837 0.917059467353 0.207077861183 0.658207502642,0.68690220112 0.315837529161 0.477196071755 0.873729391041 0.302171526014 0.408585035678
0.0134721225534 0.709577433523 0.883905693877 0.721723117543 0.650386410576 0.2765302468,0.46465675753 0.811707630472 0.286416333573 0.242022788755 0.660048926127 0.974400007239
0.467950212273 0.901999356444 0.0504976810903 0.151604372132 0.761170039179 0.612833784446,0.496161092669 0.106633085873 0.358884248642 0.940965338009 0.0634898120328 0.891451019679
0.245305617796 0.502229728051 0.654874508872 0.38017920599 0.465620077775 0.304797403837,0.366303335449 0.95496173788 0.410001885045 0.900485656554 0.940260361834 0.374062823213
0.749521506986 0.400009698785 0.253084405949 0.368964650684 0.191140127695 0.466872628697,0.395804744206 0.788046887636 0.667168286239 0.120482825397 0.0599456229009 0.716623161617
0.920556482183 0.834151764057 0.118530539383 0.750504180217 0.585412976973 0.316347785718,0.0274965349845 0.216526129517 0.0951126054632 0.820988242629 0.573795494964 0.771935727937
0.344148677701 0.135204148221 0.566110465917 0.374749718815 0.490565895291 0.966629876384,0.629792283479 0.356858136352 0.200530001886 0.998968463695 0.865886785546 0.617702759739
0.331085894747 0.589745827144 0.605855461678 0.0728690711887 0.337456341222 0.835732084791,0.503062278219 0.200706799607 0.110597318596 0.745922521592 0.919489111224 0.259096422765
0.140271614861 0.872795847872 0.236461516804 0.902951177954 0.413682781244 0.145248087386,0.690367850625 0.616482284689 0.190297300913 0.415414683987 0.392200421679 0.627073714672
0.510444263885 0.522778666918 0.778473128169 0.441608022587 0.64675724123 0.272414122357,0.925571036662 0.893018796959 0.862099802388 0.14841183419 0.554885674209 0.31079113912
0.038799047171 0.255223065666 0.705442394677 0.264730356974 0.375109138651 0.978047531708,0.946256896672 0.0238206491624 0.395499847236 0.852684472354 0.654084289071 0.720430092929
0.298351056749 0.302374594409 0.769864843946 0.891704591069 0.536239270488 0.512029388735,0.815591492328 0.346320364555 0.542785301492 0.901989581905 0.593996151672 0.733600569428
0.968267601527 0.542920532658 0.744188099062 0.0786128397677 0.597435471159 0.790174250746,0.349129969632 0.117387171102 0.0856643714338 0.645294369458 0.0980394688294 0.5289492459
0.592269675602 0.68834013176 0.3783653405 0.0753722990958 0.867684124492 0.0834317294593,0.815433118355 0.850942399174 0.00741643678865 0.0200248931882 0.980816491371 0.640267906102
0.141967651196 0.061530146325 0.286026863738 0.789015656008 0.936951736646 0.926571603188,0.59737529796 0.276211162221 0.709644198593 0.0607004558348 0.0424479572978 0.159434255644
0.989416601872 0.9159111138 0.435940612872 0.7966390412 0.115789737172 0.825876641555,0.744646537079 0.810519459258 0.892782993931 0.432518982077 0.0990658631618 0.911310865647
0.510476405468 0.972494301261 0.669514990741 0.449409532373 0.666538627531 0.544710206507,0.223276484145 0.20491121583 0.737359331533 0.442586025447 0.529109007899 0.797255964814
0.484953184102 0.39286497136 0.0119883296956 0.467530131658 0.25784958902 0.702746981013,0.462747411017 0.648521184598 0.0489564774374 0.0359467810186 0.240237908074 0.799781602328
0.485591588916 0.750863452672 0.0351338818589 0.212228537195 0.0749323760603 0.245464277862,0.00270709393142 0.559093477424 0.510882600247 0.691391017922 0.137039809791 0.379620887694
0.202068748867 0.855163165287 0.482312633716 0.169745142446 0.997652718265 0.110342918305,0.867691178824 0.688017378838 0.753583416413 0.654351831282 0.992735408653 0.0303223527817
0.920119435253 0.308813297239 0.768255867655 0.971068893134 0.583641144599 0.646895531298,0.955615816786 0.485828760389 0.78147419327 0.0489637622479 0.0863005013309 0.363987355746
0.967290281286 0.34759001099 0.154727273891 0.216287803415 0.634723926313 0.741426968075,0.305730375394 0.76246731917 0.750391798341 0.589767237931 0.366661615469 0.247896366792
0.82397657374 0.0667154172503 0.144934028047 0.968569126152 0.758067067371 0.664867022236,0.313951496739 0.0266773958526 0.992988051592 0.40091681837 0.222185046703 0.577834379453
0.471003470185 0.817450684552 0.857546148601 0.374571537637 0.169700819481 0.771519284646,0.628273989344 0.462065271916 0.959437306027 0.672477877939 0.214170692344 0.0704167325777
0.571460493185 0.906117258858 0.0568449374052 0.831679713756 0.379643492517 0.671275433283,0.784857293038 0.389894971739 0.147874160211 0.0825167254516 0.777054784982 0.937118959457
0.545838872994 0.739422636388 0.80067868817 0.897895202566 0.935072227447 0.679211584955,0.714611559743 0.357586820682 0.302562882766 0.703745029125 0.426755835267 0.968192639937
0.629635857105 0.173294209374 0.999886503681 0.528575439347 0.794255258997 0.737072579932,0.889672423635 0.933965447555 0.861037278296 0.370614543616 0.313068063376 0.748892138209
0.0619305375586 0.812159669281 0.0230611802054 0.917043163562 0.912218410775 0.278615986544,0.846850560932 0.859764738744 0.857677987304 0.665957445917 0.694534265035 0.0408242563635
0.13609344726 0.592185333409 0.78337686007 0.699492093447 0.405642559893 0.163106088925,0.821598643291 0.978046781463 0.524959861205 0.576332252588 0.180386567546 0.467003208509
0.993873686582 0.383703702389 0.505198648113 0.146901270028 0.4940366026 0.956785669541,0.0311329723247 0.755896530898 0.70267066884 0.957994432388 0.240346195359 0.678378641637
0.246160942751 0.472408527307 0.0821307606008 0.793480260424 0.822140208533 0.824020382679,0.686014807072 0.0457572828361 0.260300868757 0.922924169192 0.0645596773548 0.925809736944
0.018501418558 0.604819002403 0.417448559212 0.643147918176 0.886067868597 0.423127828139,0.912813493894 0.331236681131 0.0372909775851 0.401705285181 0.155359233558 0.0706665787069
0.34415408363 0.284461825038 0.00758626663298 0.172372718418 0.916764594852 0.184393232232,0.835042223045 0.238090883655 0.879382638042 0.65957599302 0.418128458424 0.311959708461
0.125703461873 0.657033219941 0.765086772369 0.934280445807 0.967649772814 0.142939958167,0.834401977476 0.272464863291 0.234392166975 0.173510641289 0.341698838947 0.107409394274
0.0557309679831 0.752759194536 0.173989039626 0.192520741287 0.0530881107449 0.963602898109,0.00752053701202 0.974339605332 0.886653392257 0.449552798565 0.929840527861 0.14200377106
0.569045737966 0.396208341853 0.352417082895 0.129904331711 0.73962828672 0.109687112288,0.661384320184 0.27596160898 0.07977753751 0.012960111329 0.884141127458 0.542235089102
0.585286154158 0.9774146476 0.271616445257 0.93912518065 0.145906835426 0.973630672162,0.374849487099 0.330305100976 0.657062521025 0.00616173049151 0.913529296122 0.899045488057
0.181722729361 0.268760513989 0.9305896378 0.495903182873 0.602623846207 0.669360540624,0.0968663202434 0.584639140518 0.301509814254 0.0550749218149 0.403092221157 0.123444706427
0.116079937756 0.200753131236 0.607357396236 0.986416723609 0.563202183983 0.961243178179,0.238736922765 0.314779006157 0.727421043822 0.637059879071 0.684765466395 0.798893521881
0.00522814834602 0.880227379748 0.306456296933 0.493881226871 0.374923773568 0.0572700504783,0.846169916165 0.584585492826 0.313758395863 0.177958356738 0.10723966456 0.875393948758
0.282834739012 0.289503681486 0.138461850606 0.534410549674 0.300945226657 0.281333324658,0.40660372611 0.674350182402 0.815438028794 0.405897204532 0.382304798795 0.807580489542
0.711338461892 0.157117451898 0.844350135592 0.744878755505 0.119934913269 0.119223512326,0.937031440665 0.67091453519 0.415574095144 0.315248338261 0.124331055992 0.980850444603
0.25264732429 0.424679537041 0.686202007008 0.845150482618 0.470777141656 0.471725242297,0.26736946994 0.829304501245 0.724911650966 0.0484605850753 0.949180304977 0.790047316846
0.597605964612 0.315865416413 0.49980573045 0.827912747622 0.755811247693 0.4703390525,0.106176217585 0.64726004209 0.158190281599 0.571183738127 0.0608202756588 0.584855475437
0.296990239078 0.752991018039 0.70691697823 0.309643961268 0.372985290747 0.191520758678,0.0347234047702 0.585153796944 0.165426989485 0.723697654778 0.104117566844 0.0377446106156
0.744641366211 0.451322163042 0.927031914702 0.798805300732 0.506816477732 0.846458824015,0.814026052536 0.805310012211 0.823773146356 0.911975182829 0.364904856033 0.995697193184
0.863346108955 0.0572247201432 0.729471405794 0.608952128153 0.385806750202 0.0786175248998,0.830262576367 0.635952227767 0.287778945914 0.0240014031096 0.987334880638 0.0129559281444
0.381230014874 0.486475403994 0.436764382364 0.360010406867 0.548749942097 0.430281452027,0.980675770754 0.604870782541 0.26622459709 0.480707273896 0.855858057175 0.0906922143984
0.856383186565 0.787204267055 0.902560672506 0.393150385409 0.31874416393 0.472173982901,0.590512297287 0.564560868159 0.545844253968 0.252442940966 0.197831270302 0.972255507233
0.0306788746946 0.349313909002 0.744595330406 0.297833098594 0.725020485129 0.807016960938,0.192697647489 0.0875930363616 0.0211561574559 0.862654734922 0.752520912573 0.32873843131
0.369521930373 0.915826750813 0.414766528904 0.485058951655 0.960281905113 0.056412519187,0.804687443121 0.171641186816 0.184708763399 0.452804374792 0.727879848806 0.150163076152
0.136647570667 0.486063049687 0.443387226883 0.0371590127495 0.703650669116 0.370174642145,0.170028711842 0.748757645286 0.534726499222 0.618690804892 0.551568978583 0.501045915383
0.128016019222 0.092082460465 0.201396410784 0.319503994701 0.681615122166 0.494558329659,0.0163334252918 0.736258173358 0.0435196267867 0.327927754823 0.0091618108365 0.687248207571
0.729339513407 0.836927388185 0.146919133896 0.17637377324 0.791882972535 0.639917301482,0.193754662487 0.264158569097 0.395232762199 0.747829421234 0.744517296665 0.478259557964
0.847779338226 0.765185426846 0.962702810188 0.603439558852 0.585088825445 0.716685969648,0.858807585582 0.336164524489 0.329312367397 0.497651616232 0.374802398141 0.193099677235
0.868492480054 0.482133593879 0.583782790643 0.483326715127 0.444957353961 0.7525064539,0.241927110776 0.735096267579 0.813539749428 0.348145967482 0.0483184454201 0.540298273827
0.847820739353 0.268744799276 0.0255602690252 0.190151730119 0.510728782206 0.599488563034,0.400627788699 0.611712248162 0.897463366599 0.954553251525 0.786301199986 0.0116428012391
0.0883935531027 0.579590411992 0.608960111633 0.798811640127 0.411234047574 0.688086027344,0.0409174738836 0.869107344627 0.938829309866 0.218107966856 0.420949007422 0.513158355167
0.965923142938 0.894076994904 0.556664090752 0.166052590377 0.647970626789 0.847726343006,0.251977280145 0.746558686379 0.605423210184 0.378566064922 0.491269746218 0.837374557603
0.302629291348 0.838781312785 0.757694933355 0.894522812312 0.869165755742 0.83696607697,0.37718195738 0.220595128128 0.688724202271 0.894149043968 0.940149061935 0.558401534159
0.00551466369458 0.498039723055 0.260663867393 0.718535056605 0.00342580798323 0.699240146914,0.302803266671 0.600923646903 0.375490750922 0.671098206682 0.850199569687 0.132426475552
0.516708618461 0.176434816596 0.814933917858 0.482192270238 0.0314527022228 0.142723609031,0.793544612142 0.545188713834 0.144613363611 0.938889484687 0.287813385648 0.439551207667
0.0150155787071 0.0789472977818 0.0907929152872 0.711465651751 0.945065798428 0.615570710377,0.381106225969 0.34573191172 0.554255574009 0.89191615864 0.527908783868 0.0780515866131
0.576711172774 0.185075655692 0.587564207494 0.89662115238 0.219525025558 0.220243298716,0.0797894069218 0.064115069075 0.68680672495 0.651203512802 0.10003592701 0.707665472118
0.775478980891 0.93709902613 0.111629771355 0.557659414044 0.753447432043 0.827239542401,0.532901988814 0.0980441981426 0.616324285447 0.839757253068 0.0877784919411 0.898925394367
0.329816346799 0.218948262631 0.478668969241 0.121040677102 0.234199439422 0.896003928673,0.319914468295 0.102216773316 0.80952553461 0.765224865548 0.150564844766 0.355311971614
0.303386381331 0.88260999504 0.130333783023 0.79742241399 0.919417472499 0.435159059214,0.7077208716 0.450498032682 0.363287897128 0.951899025882 0.745488795325 0.636111461654
0.241001312005 0.995239534087 0.255107674955 0.351207464316 0.832511001763 0.7016003604,0.0408476996876 0.277623058919 0.254873453386 0.705660111585 0.958112074435 0.111430604666
0.0408663417678 0.339175954009 0.994824761742 0.72563021754 0.886938101921 0.201885777476,0.861039562097 0.622210931732 0.22422791464 0.400400331746 0.77544645059 0.607978767113
0.245605949675 0.366903253685 0.70605729276 0.963241625759 0.808673570424 0.275865867067,0.740735224686 0.489319278917 0.933031717416 0.631643267481 0.646330907663 0.0299130484406
0.981486518054 0.817121085488 0.150409206647 0.147062608076 0.287474070228 0.536192565349,0.791713574395 0.146853999644 0.327780393691 0.935551154778 0.55828750719 0.964801301356
0.668567651381 0.936072548378 0.682818600533 0.0435932318548 0.883920771801 0.0694337406274,0.87070556657 0.960255681561 0.0960193607894 0.683482934196 0.598235181959 0.619728637911
0.163444307375 0.527799076763 0.779820116807 0.757510292401 0.349381225584 0.130042642326,0.888187521311 0.0520148227919 0.188995226167 0.434515327669 0.386008428416 0.691937579205
0.788887524132 0.473489601761 0.000916347490837 0.476663273258 0.706641871782 0.685029042502,0.625581022279 0.511319801071 0.201987001324 0.8892063082 0.496599951799 0.562714311071
0.541742432493 0.27013305034 0.0606728130297 0.156578533813 0.410386085063 0.904710106099,0.0218345116879 0.47719300673 0.413342874216 0.553279050006 0.558999265655 0.663470661278
0.540776914139 0.141228799972 0.817060208424 0.833113148405 0.0654702369801 0.63034533132,0.783784760066 0.148870718374 0.341985315856 0.691459403902 0.463378193922 0.821889595446
0.722668349101 0.0373254473383 0.743962367297 0.981350726886 0.542203579921 0.254414486938,0.669049715744 0.979264790961 0.765059616975 0.399831565106 0.700700110101 0.634477965268
0.447202968235 0.527119474771 0.879448704039 0.947586307602 0.995574943918 0.879200935598,0.937665875411 0.664325276007 0.0887835842563 0.0521729493641 0.649165059507 0.471289956126
0.0289902962034 0.954756916965 0.898839385295 0.921019755791 0.577972492283 0.0136605979489,0.0262178176228 0.307353495378 0.0999586399693 0.41241002384 0.982176362723 0.458677169235
0.636780275945 0.20441061468 0.0492419754709 0.251400055382 0.239990459347 0.544451448719,0.25400898332 0.556440458113 0.733662256 0.945352391615 0.794891389311 0.444636680394
0.412605668851 0.875825344329 0.062954103011 0.11864114089 0.796996220317 0.51658505486,0.83428082389 0.926577571485 0.793533310026 0.291279658595 0.341744410565 0.506942962433
